,user,tweet,stem,label,tokenizing
1268,Eka Putra,"Allah akan membalas dunia dan akhirat, Aamiin",allah balas dunia akhirat aamiin,0,"['allah', 'akan', 'membalas', 'dunia', 'dan', 'akhirat', 'aamiin']"
1269,Zakia Zalika,astaufirullah kejam nyo lae ya allah...merinding awk mndanga nyo trso dek awk yg pnyo anak...smpai sgtu nyo banci smo ank2 ketek yg tak lain cucu surang...mskpn bkn cucu kndung...mngkn dek bkn xucu kndung ndk mko nyo di lkukan se keji itu tkut anak nya terbebani..,astaufirullah kejam nyo lae ya allah merinding awk mndanga nyo trso dek awk pnyo anak smpai sgtu nyo banci smo ank ketek cucu surang mskpn bkn cucu kndung mngkn dek bkn xucu kndung ndk mko nyo lkukan keji tkut anak beban,-1,"['astaufirullah', 'kejam', 'nyo', 'lae', 'ya', 'allah', 'merinding', 'awk', 'mndanga', 'nyo', 'trso', 'dek', 'awk', 'yg', 'pnyo', 'anak', 'smpai', 'sgtu', 'nyo', 'banci', 'smo', 'ank', 'ketek', 'yg', 'tak', 'lain', 'cucu', 'surang', 'mskpn', 'bkn', 'cucu', 'kndung', 'mngkn', 'dek', 'bkn', 'xucu', 'kndung', 'ndk', 'mko', 'nyo', 'di', 'lkukan', 'se', 'keji', 'itu', 'tkut', 'anak', 'nya', 'terbebani']"
1270,Susiemiminya BiacthAshoka Topchersiegahara,Lai Bana berita e ko...,lai bana berita e ko,0,"['lai', 'bana', 'berita', 'e', 'ko']"
1271,Susiemiminya BiacthAshoka Topchersiegahara,Kjdian di Solok Selatan Lo MH Muaro labuah....tpi lah lamo kjdian e lai....,kjdian solok selatan lo mh muaro labuah tpi lamo kjdian e lai,0,"['kjdian', 'di', 'solok', 'selatan', 'lo', 'mh', 'muaro', 'labuah', 'tpi', 'lah', 'lamo', 'kjdian', 'e', 'lai']"
1272,Ny Iskandar,Ada kakek nenek tiri . Bukan LG Mak tiri..,kakek nenek tiri lg mak tiri,-1,"['ada', 'kakek', 'nenek', 'tiri', 'bukan', 'lg', 'mak', 'tiri']"
1273,Susiemiminya BiacthAshoka Topchersiegahara,Foto anak e Samo...,foto anak e samo,0,"['foto', 'anak', 'e', 'samo']"
1274,Carissa Carina,Ya allah..jahaat nya...,ya allah jahaat,0,"['ya', 'allah', 'jahaat', 'nya']"
1275,Wati Naila Akbhar Epi,Ya allah jahat kali,ya allah jahat kali,-1,"['ya', 'allah', 'jahat', 'kali']"
1276,Nurnengsih Haryadi,Semoga kakek dan nenek nyo di hukum mati saja,moga kakek nenek nyo hukum mati,-1,"['semoga', 'kakek', 'dan', 'nenek', 'nyo', 'di', 'hukum', 'mati', 'saja']"
1277,Indrayanti Samsri,"Solok Selatan,yg pasti di mana kampung kecilnya gaes",solok selatan kampung kecil gaes,-1,"['solok', 'selatan', 'yg', 'pasti', 'di', 'mana', 'kampung', 'kecilnya', 'gaes']"
1278,Nurnengsih Haryadi,"Gk manusia itu kakek dan nenek nya, setan atau iblis berwujud manusia tak ada hati nurani nya sedikit pun pada anak2",gk manusia kakek nenek setan iblis wujud manusia hati nurani anak,-1,"['gk', 'manusia', 'itu', 'kakek', 'dan', 'nenek', 'nya', 'setan', 'atau', 'iblis', 'berwujud', 'manusia', 'tak', 'ada', 'hati', 'nurani', 'nya', 'sedikit', 'pun', 'pada', 'anak']"
1279,Yuni Camber Camber,Kalau terbukti memang gk kerajinan berarti itu perbuatan  orang yng g punya hati dan kasih sayng hewan aja ada kasih syng  nyo kok manusia bisa berbuat sekeji itu ya Allah ya yarBy,bukti gk rajin buat orang yng hati kasih sayng hewan aja kasih syng nyo manusia buat keji ya allah ya yarby,0,"['kalau', 'terbukti', 'memang', 'gk', 'kerajinan', 'berarti', 'itu', 'perbuatan', 'orang', 'yng', 'g', 'punya', 'hati', 'dan', 'kasih', 'sayng', 'hewan', 'aja', 'ada', 'kasih', 'syng', 'nyo', 'kok', 'manusia', 'bisa', 'berbuat', 'sekeji', 'itu', 'ya', 'allah', 'ya', 'yarby']"
1280,Muhammad Nabil,"Sadis nya nenek dan kakek.,.....",sadis nenek kakek,-1,"['sadis', 'nya', 'nenek', 'dan', 'kakek']"
1281,Nurnengsih Haryadi,Izin share yo ni,izin share yo ni,0,"['izin', 'share', 'yo', 'ni']"
1282,Reta Altovia,Semoga cepat terungkap pelakunya dn di hukum dgn setimpal.,moga cepat ungkap laku dn hukum dgn timpal,1,"['semoga', 'cepat', 'terungkap', 'pelakunya', 'dn', 'di', 'hukum', 'dgn', 'setimpal']"
1283,Mulyeni Mulyeni,Bener tu nenek  dan kakek nya di hukum mati . Jangan  di biarin hidup orang kayak gitu,bener nenek kakek hukum mati biarin hidup orang kayak gitu,-1,"['bener', 'tu', 'nenek', 'dan', 'kakek', 'nya', 'di', 'hukum', 'mati', 'jangan', 'di', 'biarin', 'hidup', 'orang', 'kayak', 'gitu']"
1284,Fajarni Sarlita,Nenek n kakek y pelaku y nih...apa dasar y..karena capek.kah?,nenek n kakek y laku y dasar y capek kah,-1,"['nenek', 'n', 'kakek', 'y', 'pelaku', 'y', 'nih', 'apa', 'dasar', 'y', 'karena', 'capek', 'kah']"
1285,Mhd Rizal,Lah baun tanah... Masih juga tidak punya rasa kasihan... Dua kali dapat hukuman... Dunia dan akherat,baun tanah kasihan kali hukum dunia akherat,-1,"['lah', 'baun', 'tanah', 'masih', 'juga', 'tidak', 'punya', 'rasa', 'kasihan', 'dua', 'kali', 'dapat', 'hukuman', 'dunia', 'dan', 'akherat']"
1286,Lastri Las,jangan di ksih ampun..hukum mti saja,ksih ampun hukum mti,-1,"['jangan', 'di', 'ksih', 'ampun', 'hukum', 'mti', 'saja']"
1287,Rudiyato Rudi,Lagian ayah dan Ibu nya hanya tau membuat anak saja nggak diurus,ayah tau anak nggak urus,0,"['lagian', 'ayah', 'dan', 'ibu', 'nya', 'hanya', 'tau', 'membuat', 'anak', 'saja', 'nggak', 'diurus']"
1288,Nilla,Smg  nrnek dan kakek. D hukumsetimpal,smg nrnek kakek d hukumsetimpal,0,"['smg', 'nrnek', 'dan', 'kakek', 'd', 'hukumsetimpal']"
1289,Afrilia,Solok Selatan INFO,solok selatan info,0,"['solok', 'selatan', 'info']"
1290,Refli Darni,Apa kakek setan itu udah d tangkap,kakek setan udah d tangkap,-1,"['apa', 'kakek', 'setan', 'itu', 'udah', 'd', 'tangkap']"
1291,Lusi Lusi,Mudahan pelaku cepat tertangkap...dan dihukum sesuai dg perbuatannya...,mudah laku cepat tangkap hukum sesuai dg buat,1,"['mudahan', 'pelaku', 'cepat', 'tertangkap', 'dan', 'dihukum', 'sesuai', 'dg', 'perbuatannya']"
1292,Yunis Mawarni,"Ko nnk jo kk zhlim hkum aja biar mti di penjara,binatang",ko nnk jo kk zhlim hkum aja biar mti penjara binatang,-1,"['ko', 'nnk', 'jo', 'kk', 'zhlim', 'hkum', 'aja', 'biar', 'mti', 'di', 'penjara', 'binatang']"
1293,Eri Togar,semoga cepat ke tangkap sipelaku dan di hukum yg seberat mukin...,moga cepat tangkap sipelaku hukum berat mukin,0,"['semoga', 'cepat', 'ke', 'tangkap', 'sipelaku', 'dan', 'di', 'hukum', 'yg', 'seberat', 'mukin']"
1294,Rosmaniar Niar,Manusia macam apa nih dampe tiga cucu nya di matiin ya,manusia dampe cucu matiin ya,0,"['manusia', 'macam', 'apa', 'nih', 'dampe', 'tiga', 'cucu', 'nya', 'di', 'matiin', 'ya']"
1295,Nita Kampai,Di Sol Sel nyo dimano itu kejadiannyo ? Kok tega tega sekali Kakek Neneknya buat cucunya sampai maninggal 3 orang  ?  Subhanallah...,sol sel nyo dimano kejadiannyo tega tega kakek nenek cucu maninggal orang subhanallah,0,"['di', 'sol', 'sel', 'nyo', 'dimano', 'itu', 'kejadiannyo', 'kok', 'tega', 'tega', 'sekali', 'kakek', 'neneknya', 'buat', 'cucunya', 'sampai', 'maninggal', 'orang', 'subhanallah']"
1296,Putri Tangguh,"Jikalau kalian SBG orang tua hanya bsa mencari kesenangan sendiri mengapa mengambil keputusan untuk memiliki buah hati,,,jikalau tak mampu membesarkan nya,banyak orang tua yg lalai hanya demi kesenangan saja,,,,demi Allah aku SBG manusia menangis melih…",orang tua bsa cari senang ambil putus milik buah hati besar orang tua lalai senang allah manusia menang melih,1,"['jikalau', 'kalian', 'sbg', 'orang', 'tua', 'hanya', 'bsa', 'mencari', 'kesenangan', 'sendiri', 'mengapa', 'mengambil', 'keputusan', 'untuk', 'memiliki', 'buah', 'hati', 'jikalau', 'tak', 'mampu', 'membesarkan', 'nya', 'banyak', 'orang', 'tua', 'yg', 'lalai', 'hanya', 'demi', 'kesenangan', 'saja', 'demi', 'allah', 'aku', 'sbg', 'manusia', 'menangis', 'melih']"
1297,Fitra Anandha,Astagfirullah Alaziiiiim...,astagfirullah alaziiiiim,0,"['astagfirullah', 'alaziiiiim']"
1298,Victoria,Astagaaa,astagaaa,0,['astagaaa']
1299,Victoria,Lai manusia kk nenek tu tuh ?,lai manusia kk nenek tuh,-1,"['lai', 'manusia', 'kk', 'nenek', 'tu', 'tuh']"
1300,Widia Siska Sari,Ndak kali ya,ndak kali ya,0,"['ndak', 'kali', 'ya']"
1301,Widia Siska Sari,Kalau manusia di pasti tidak membunuh 3 anak cucu nya,manusia bunuh anak cucu,0,"['kalau', 'manusia', 'di', 'pasti', 'tidak', 'membunuh', 'anak', 'cucu', 'nya']"
1302,Widia Siska Sari,Lain kali anak2 kecil jangan pernah di tinggalin sama kk atau nnk tiri nya,kali anak tinggalin kk nnk tiri,0,"['lain', 'kali', 'anak', 'kecil', 'jangan', 'pernah', 'di', 'tinggalin', 'sama', 'kk', 'atau', 'nnk', 'tiri', 'nya']"
1303,Widia Siska Sari,Anak adalah titipan dari allah,anak titip allah,0,"['anak', 'adalah', 'titipan', 'dari', 'allah']"
1304,Abdul Qadir Jailani,Yg aneh nya lagi..org tua nya kemana..,aneh org tua mana,0,"['yg', 'aneh', 'nya', 'lagi', 'org', 'tua', 'nya', 'kemana']"
1305,Marlina Yeli Yenti,Astaufirulllah,astaufirulllah,0,['astaufirulllah']
1306,Rita Anggraini,"Benar ngk ni,? Masak iya seorang nenek tega membunuh cucunya,,satu anak aja lom tentu,apa LG tiga,",ngk ni masak iya nenek tega bunuh cucu anak aja lom lg,-1,"['benar', 'ngk', 'ni', 'masak', 'iya', 'seorang', 'nenek', 'tega', 'membunuh', 'cucunya', 'satu', 'anak', 'aja', 'lom', 'tentu', 'apa', 'lg', 'tiga']"
1307,Rasyid Raisya,Hukum dengan seberat-beratnya,hukum berat berat,-1,"['hukum', 'dengan', 'seberat', 'beratnya']"
1308,Osry Aprilia Putri,"Ini benar ya teman2, kejadian ny dkmpung saya. Ibu sma ayah ny lg jualn pakaian jd di asuh sma nnek kakek ny",ya teman jadi ny dkmpung sma ayah ny lg jualn pakai jd asuh sma nnek kakek ny,0,"['ini', 'benar', 'ya', 'teman', 'kejadian', 'ny', 'dkmpung', 'saya', 'ibu', 'sma', 'ayah', 'ny', 'lg', 'jualn', 'pakaian', 'jd', 'di', 'asuh', 'sma', 'nnek', 'kakek', 'ny']"
1309,Eddy Monies,Hampir terkuak pslaku nya... mudah2an cepat....,kuak pslaku mudah cepat,1,"['hampir', 'terkuak', 'pslaku', 'nya', 'mudahan', 'cepat']"
1310,Mirel Sofanti,Iko nak anak yg di surian tu,iko nak anak surian,0,"['iko', 'nak', 'anak', 'yg', 'di', 'surian', 'tu']"
1311,PutrianniSikumbang Putriannysiekumbangg,Memang tasabuik Bana ndk..yang tiri jarang Nn sayang tulus dari hati ketek nyo ..Wak bia Wak jamua anak di bwah batang cangkeh sawah asal lai ndk lapeh dari Mato awk anak....ndk berani menitip anak lamo2 dh..kadang zaman kni jarang juo Ado hati sanubar…,tasabuik bana ndk tiri jarang nn sayang tulus hati ketek nyo wak bia wak jamua anak bwah batang cangkeh sawah lai ndk lapeh mato awk anak ndk berani titip anak lamo dh kadang zaman kni jarang juo ado hati sanubar,1,"['memang', 'tasabuik', 'bana', 'ndk', 'yang', 'tiri', 'jarang', 'nn', 'sayang', 'tulus', 'dari', 'hati', 'ketek', 'nyo', 'wak', 'bia', 'wak', 'jamua', 'anak', 'di', 'bwah', 'batang', 'cangkeh', 'sawah', 'asal', 'lai', 'ndk', 'lapeh', 'dari', 'mato', 'awk', 'anak', 'ndk', 'berani', 'menitip', 'anak', 'lamo', 'dh', 'kadang', 'zaman', 'kni', 'jarang', 'juo', 'ado', 'hati', 'sanubar']"
1312,Alexs Xela,berarti petugas medis yg melakukan pemeriksaan waktu itu tidak becus kerja asal asalan..masa tulang rusuk nya ada yg patah nggak tau..cuma di bilang sesak nafas..apa tidak di ronsen?,tugas medis periksa becus kerja asal tulang rusuk patah nggak tau bilang sesak nafas ronsen,-1,"['berarti', 'petugas', 'medis', 'yg', 'melakukan', 'pemeriksaan', 'waktu', 'itu', 'tidak', 'becus', 'kerja', 'asal', 'asalan', 'masa', 'tulang', 'rusuk', 'nya', 'ada', 'yg', 'patah', 'nggak', 'tau', 'cuma', 'di', 'bilang', 'sesak', 'nafas', 'apa', 'tidak', 'di', 'ronsen']"
1313,Why Hdyt,"Kakine ninine uteke Neng silit,,idek ndase Bae kui kudune,,,",kakine ninine uteke neng silit idek ndase bae kui kudune,0,"['kakine', 'ninine', 'uteke', 'neng', 'silit', 'idek', 'ndase', 'bae', 'kui', 'kudune']"
1314,Mela Sri Natalia,,nan,0,['nan']
1315,Muahammad Savickry,Lai dac stres kekek nenek manusia kejam na...dac bsa di agiah ampun t do...skli 3 nyawa malyng dek nyo ..aaa manusia bejat lai na...,lai dac stres kekek nenek manusia kejam na dac bsa agiah ampun t do skli nyawa malyng dek nyo aaa manusia bejat lai na,-1,"['lai', 'dac', 'stres', 'kekek', 'nenek', 'manusia', 'kejam', 'na', 'dac', 'bsa', 'di', 'agiah', 'ampun', 't', 'do', 'skli', 'nyawa', 'malyng', 'dek', 'nyo', 'aaa', 'manusia', 'bejat', 'lai', 'na']"
1316,Veri Vameo,Indak manusia kakek Jo nenek Nyoo tuu do melebihi seperti Binatang atau iblis Dan juga setan laknat,indak manusia kakek jo nenek nyoo tuu do lebih binatang iblis setan laknat,-1,"['indak', 'manusia', 'kakek', 'jo', 'nenek', 'nyoo', 'tuu', 'do', 'melebihi', 'seperti', 'binatang', 'atau', 'iblis', 'dan', 'juga', 'setan', 'laknat']"
1317,Hafid Hurairah,Se andainyo aden di kampuang den patahan urek lia mariah ka duoee .. dasar biadab . Bangsat..,andainyo aden kampuang den patah urek lia mariah ka duoee dasar biadab bangsat,-1,"['se', 'andainyo', 'aden', 'di', 'kampuang', 'den', 'patahan', 'urek', 'lia', 'mariah', 'ka', 'duoee', 'dasar', 'biadab', 'bangsat']"
1318,Zul Apendi Shi,Hati-hati menitipkan anak dengan orang dekat sekalipun...,hati hati titip anak orang,1,"['hati', 'hati', 'menitipkan', 'anak', 'dengan', 'orang', 'dekat', 'sekalipun']"
1319,Emilda Sri Anggun,"ada yang salah dengan tim medis, orang keracunan itu pasti mereka tau persis tanda2nya. Investigasi harus juga mengarah kepada tim medis atas kelalaian atas mungkin kesengajaan mereka",salah tim medis orang racun tau persis tanda investigasi arah tim medis lalai sengaja,-1,"['ada', 'yang', 'salah', 'dengan', 'tim', 'medis', 'orang', 'keracunan', 'itu', 'pasti', 'mereka', 'tau', 'persis', 'tandanya', 'investigasi', 'harus', 'juga', 'mengarah', 'kepada', 'tim', 'medis', 'atas', 'kelalaian', 'atas', 'mungkin', 'kesengajaan', 'mereka']"
1320,Marianis,Semoga  mereka diridoi allah masuk sorga yg paling bagus. Amiiin,moga diridoi allah masuk sorga bagus amiiin,1,"['semoga', 'mereka', 'diridoi', 'allah', 'masuk', 'sorga', 'yg', 'paling', 'bagus', 'amiiin']"
1321,Eka Eka,Hukum mati aja 3 anak tewas,hukum mati aja anak tewas,-1,"['hukum', 'mati', 'aja', 'anak', 'tewas']"
1322,Yendrano Frata,Petugas medisnya harus diproses kok bisa salah anilisis. Jgn2 dokter gadungan. Ingat salah analisis pasien bisa berakibat fatal jd petugas kesehatan harus betul2 paham dan ngerti ilmu kedokteran.,tugas medis proses salah anilisis jgn dokter gadungan salah analisis pasien akibat fatal jd tugas sehat paham ngerti ilmu dokter,-1,"['petugas', 'medisnya', 'harus', 'diproses', 'kok', 'bisa', 'salah', 'anilisis', 'jgn', 'dokter', 'gadungan', 'ingat', 'salah', 'analisis', 'pasien', 'bisa', 'berakibat', 'fatal', 'jd', 'petugas', 'kesehatan', 'harus', 'betul', 'paham', 'dan', 'ngerti', 'ilmu', 'kedokteran']"
1323,Yulia Roza,"Knp pula yg jagain anak"" tu nenek sama kakek tiri ny pula,,,",knp jagain anak nenek kakek tiri ny,-1,"['knp', 'pula', 'yg', 'jagain', 'anak', 'tu', 'nenek', 'sama', 'kakek', 'tiri', 'ny', 'pula']"
1324,Suherman,Nenek kurang ajar ma .hukum mati saja .termasuk orang tua anak .TDK bertanggung jawab sama anak .masa anak2 kecil2.sdh di berikan ke nenek teri lagi.mana tanggung jawab  orang tua .senang saja yg mau.sdh ke luar anak di suruh asuh sama nenek bintang ma…,nenek ajar ma hukum mati orang tua anak tanggung anak anak sdh nenek teri tanggung orang tua senang sdh anak suruh asuh nenek bintang ma,-1,"['nenek', 'kurang', 'ajar', 'ma', 'hukum', 'mati', 'saja', 'termasuk', 'orang', 'tua', 'anak', 'tdk', 'bertanggung', 'jawab', 'sama', 'anak', 'masa', 'anak', 'kecil', 'sdh', 'di', 'berikan', 'ke', 'nenek', 'teri', 'lagi', 'mana', 'tanggung', 'jawab', 'orang', 'tua', 'senang', 'saja', 'yg', 'mau', 'sdh', 'ke', 'luar', 'anak', 'di', 'suruh', 'asuh', 'sama', 'nenek', 'bintang', 'ma']"
1325,Silvia Sasmita,Binatang nenek jo kakek tu ma ndk punyo hati nurani do,binatang nenek jo kakek ma ndk punyo hati nurani do,0,"['binatang', 'nenek', 'jo', 'kakek', 'tu', 'ma', 'ndk', 'punyo', 'hati', 'nurani', 'do']"
1326,Nely Yenti,Nenek Jo kakek di hukum mati aja jangan di biarin hidup dasar binatang tidak punya hati,nenek jo kakek hukum mati aja biarin hidup dasar binatang hati,-1,"['nenek', 'jo', 'kakek', 'di', 'hukum', 'mati', 'aja', 'jangan', 'di', 'biarin', 'hidup', 'dasar', 'binatang', 'tidak', 'punya', 'hati']"
1327,Afliya Husna Zila,"Astagfirullah, apo banau salah anak tu sampai modetu banau tega kaanak ketek2 yiah, saparo gilo urg ko mgkin mah....",astagfirullah apo banau salah anak modetu banau tega kaanak ketek yiah saparo gilo urg ko mgkin mah,-1,"['astagfirullah', 'apo', 'banau', 'salah', 'anak', 'tu', 'sampai', 'modetu', 'banau', 'tega', 'kaanak', 'ketek', 'yiah', 'saparo', 'gilo', 'urg', 'ko', 'mgkin', 'mah']"
1328,Umar Abdul Aziz,"Kok tega bner y,,,anak sekecil itu......",tega bner y anak,0,"['kok', 'tega', 'bner', 'y', 'anak', 'sekecil', 'itu']"
1329,Nopibusri,"Dokter gadungan atau cuma gelar aja dokter,",dokter gadungan gelar aja dokter,-1,"['dokter', 'gadungan', 'atau', 'cuma', 'gelar', 'aja', 'dokter']"
1330,Renti Renti,"Nenek kakek, biadap",nenek kakek biadap,-1,"['nenek', 'kakek', 'biadap']"
1331,Ena YD,Ya Allah ya Rabb.. kok kejam sekali lah nenek sama kakek tiri nya yah.. mungkin karna bukan cucu kandung mereka.. semoga pelaku di hukum mati,ya allah ya rabb kejam nenek kakek tiri yah karna cucu kandung moga laku hukum mati,-1,"['ya', 'allah', 'ya', 'rabb', 'kok', 'kejam', 'sekali', 'lah', 'nenek', 'sama', 'kakek', 'tiri', 'nya', 'yah', 'mungkin', 'karna', 'bukan', 'cucu', 'kandung', 'mereka', 'semoga', 'pelaku', 'di', 'hukum', 'mati']"
1332,Avel Dt,Kakek nenek keji lebih dari binatang pantasnya dihukum mati saja,kakek nenek keji binatang pantas hukum mati,-1,"['kakek', 'nenek', 'keji', 'lebih', 'dari', 'binatang', 'pantasnya', 'dihukum', 'mati', 'saja']"
1333,Aan Chaniago,"Kakek jo nenek ko lah Gilo mah, kurang juo agama nampak nyo.",kakek jo nenek ko gilo mah juo agama nampak nyo,-1,"['kakek', 'jo', 'nenek', 'ko', 'lah', 'gilo', 'mah', 'kurang', 'juo', 'agama', 'nampak', 'nyo']"
1334,Nurdany Wahiddin,Nenek jo kakek ilang aka sehat nyo lah kemasukan sijundai,nenek jo kakek ilang aka sehat nyo masuk sijundai,0,"['nenek', 'jo', 'kakek', 'ilang', 'aka', 'sehat', 'nyo', 'lah', 'kemasukan', 'sijundai']"
1335,Eiz Nasution,"Masalah nyo apo yo kok bs tega yg gaek tu menganiaya cucu tiri nyo, dasar biadap lh",nyo apo yo bs tega gaek aniaya cucu tiri nyo dasar biadap lh,0,"['masalah', 'nyo', 'apo', 'yo', 'kok', 'bs', 'tega', 'yg', 'gaek', 'tu', 'menganiaya', 'cucu', 'tiri', 'nyo', 'dasar', 'biadap', 'lh']"
1336,Des Nimar,Yaa ampuuun....kita aja mencekik anak kucing aja gak berani apalagi manusia sungguh biadap tu orang,yaa ampuuun aja cekik anak kucing aja berani manusia sungguh biadap orang,1,"['yaa', 'ampuuun', 'kita', 'aja', 'mencekik', 'anak', 'kucing', 'aja', 'gak', 'berani', 'apalagi', 'manusia', 'sungguh', 'biadap', 'tu', 'orang']"
1337,Chuwaik Jambak,yaa ampun.kegagalan dan kelalaian berawal dari kedua org tua.,yaa ampun gagal lalai org tua,-1,"['yaa', 'ampun', 'kegagalan', 'dan', 'kelalaian', 'berawal', 'dari', 'kedua', 'org', 'tua']"
1338,Gusni Afnita,Kalau Ndak sanggup mengasuh anak2 yang kecil seharusnya di serahkan ke panti asuhan jangan paksakan diri untuk merawatnya kalau tidak.punya kasih sayang.,ndak sanggup asuh anak serah panti asuh paksa rawat kasih sayang,1,"['kalau', 'ndak', 'sanggup', 'mengasuh', 'anak', 'yang', 'kecil', 'seharusnya', 'di', 'serahkan', 'ke', 'panti', 'asuhan', 'jangan', 'paksakan', 'diri', 'untuk', 'merawatnya', 'kalau', 'tidak', 'punya', 'kasih', 'sayang']"
1339,Lina Jumeoct,"Nenek biadapp,,ksihh hukuman gantung janpakk,,",nenek biadapp ksihh hukum gantung janpakk,-1,"['nenek', 'biadapp', 'ksihh', 'hukuman', 'gantung', 'janpakk']"
1340,Yulisma Ema,Kalau memang pembunuhan keji ya kakek  dan nenek harus bayar tagihan nyawa juglah. Atau hukum Mati.,bunuh keji ya kakek nenek bayar tagih nyawa juglah hukum mati,-1,"['kalau', 'memang', 'pembunuhan', 'keji', 'ya', 'kakek', 'dan', 'nenek', 'harus', 'bayar', 'tagihan', 'nyawa', 'juglah', 'atau', 'hukum', 'mati']"
1341,Yus Afriani,mmg binatanglh kakek ma nenek tiriny ko...yo bana tega..iblis,mmg binatanglh kakek ma nenek tiriny ko yo bana tega iblis,-1,"['mmg', 'binatanglh', 'kakek', 'ma', 'nenek', 'tiriny', 'ko', 'yo', 'bana', 'tega', 'iblis']"
1342,Evi Afriza Lavisa,Iblis Memang,iblis,-1,"['iblis', 'memang']"
1343,Nofrya Andini Andini,"Astagfirullah hal'aziiim,",astagfirullah aziiim,0,"['astagfirullah', 'hal', 'aziiim']"
1344,Salsabila,"Kok sampai kakek n nenek tiri yg mengasuh ortu nya kemana,jgn mudah percaya SM orang sekali pun klrga sendiri,ini akibat nya,mana ada d dunia ni yg iklas dan suci hati nya tuk merawat yg bukan darah daging nya",kakek n nenek tiri asuh ortu mana jgn mudah percaya sm orang klrga akibat d dunia ni iklas suci hati tuk rawat darah daging,1,"['kok', 'sampai', 'kakek', 'n', 'nenek', 'tiri', 'yg', 'mengasuh', 'ortu', 'nya', 'kemana', 'jgn', 'mudah', 'percaya', 'sm', 'orang', 'sekali', 'pun', 'klrga', 'sendiri', 'ini', 'akibat', 'nya', 'mana', 'ada', 'd', 'dunia', 'ni', 'yg', 'iklas', 'dan', 'suci', 'hati', 'nya', 'tuk', 'merawat', 'yg', 'bukan', 'darah', 'daging', 'nya']"
1345,Qinara,Astagfirullah sungguh kejam nya ya Allah.,astagfirullah sungguh kejam ya allah,0,"['astagfirullah', 'sungguh', 'kejam', 'nya', 'ya', 'allah']"
1346,Yulia Fitriyanti,Astaghfirullah...,astaghfirullah,-1,['astaghfirullah']
1347,Novi Dan Cici,Biadaap iblis,biadaap iblis,-1,"['biadaap', 'iblis']"
1348,Efrita OzoNe,Astaghfirullah Hewan saja synk pada anak nya,astaghfirullah hewan synk anak,-1,"['astaghfirullah', 'hewan', 'saja', 'synk', 'pada', 'anak', 'nya']"
1349,Nelly Amir,Yg mandiin jenazah kenapa ga tau yaa?? Apa sengaja tidak di laporkan?? Waktu mandikan jenazah kan biasa nya bagian leher pasti di bersihkan jg..jadi curiga jg sama yg mandikan..atau yg mandikan masih saudara nya nenek itu kali,mandiin jenazah ga tau yaa sengaja lapor mandi jenazah leher sih curiga mandi mandi saudara nenek kali,-1,"['yg', 'mandiin', 'jenazah', 'kenapa', 'ga', 'tau', 'yaa', 'apa', 'sengaja', 'tidak', 'di', 'laporkan', 'waktu', 'mandikan', 'jenazah', 'kan', 'biasa', 'nya', 'bagian', 'leher', 'pasti', 'di', 'bersihkan', 'jg', 'jadi', 'curiga', 'jg', 'sama', 'yg', 'mandikan', 'atau', 'yg', 'mandikan', 'masih', 'saudara', 'nya', 'nenek', 'itu', 'kali']"
